<DIMENSION> 31
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 64 0 0 0 1 
22 75 27 0 0 0 203 
22 85 31 0 0 0 262 
20 80 60 0 0 0 257 
20 85 69 0 0 0 198 
18 75 62 0 0 0 666 
15 75 59 0 0 0 500 
15 80 58 0 0 0 664 
10 35 2 0 0 0 769 
10 40 16 0 0 0 344 
8 40 47 0 0 0 153 
8 45 21 0 0 0 798 
5 35 88 0 0 0 57 
5 45 46 0 0 0 485 
2 40 57 0 0 0 610 
0 40 93 0 0 0 67 
0 45 41 0 0 0 675 
44 5 52 0 0 0 453 
42 10 73 0 0 0 240 
42 15 78 0 0 0 557 
40 5 59 0 0 0 635 
40 15 99 0 0 0 362 
38 5 97 0 0 0 32 
38 15 64 0 0 0 401 
35 5 4 0 0 0 834 
95 30 15 0 0 0 48 
95 35 58 0 0 0 771 
92 30 87 0 0 0 534 
90 35 28 0 0 0 196 
88 30 19 0 0 0 789 
