<DIMENSION> 31
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
52 75 76 0 0 0 0 
45 70 78 0 0 0 23 
62 69 88 0 0 0 30 
60 66 41 0 0 0 29 
42 65 65 0 0 0 23 
16 42 65 0 0 0 77 
58 70 53 0 0 0 58 
34 60 80 0 0 0 77 
28 70 43 0 0 0 89 
35 66 82 0 0 0 40 
35 69 55 0 0 0 17 
25 85 32 0 0 0 93 
22 75 37 0 0 0 6 
22 85 54 0 0 0 56 
20 80 51 0 0 0 71 
20 85 95 0 0 0 7 
18 75 26 0 0 0 78 
15 75 26 0 0 0 52 
15 80 71 0 0 0 27 
30 50 81 0 0 0 64 
30 56 3 0 0 0 74 
28 52 76 0 0 0 42 
14 66 11 0 0 0 3 
25 50 91 0 0 0 46 
22 66 18 0 0 0 97 
8 62 47 0 0 0 5 
23 52 46 0 0 0 89 
4 55 41 0 0 0 62 
20 50 32 0 0 0 22 
20 55 48 0 0 0 91 
