<DIMENSION> 31
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
35 35 0 0 0 0 0 
41 49 61 0 0 0 1 
35 17 69 0 0 0 213 
55 45 47 0 0 0 275 
55 20 38 0 0 0 269 
15 30 95 0 0 0 208 
25 30 25 0 0 0 699 
20 50 25 0 0 0 525 
10 43 10 0 0 0 697 
55 60 76 0 0 0 807 
30 60 95 0 0 0 360 
20 65 55 0 0 0 160 
50 35 77 0 0 0 837 
30 25 32 0 0 0 60 
15 10 99 0 0 0 508 
30 5 2 0 0 0 640 
10 20 4 0 0 0 71 
5 30 63 0 0 0 707 
20 40 67 0 0 0 475 
15 60 31 0 0 0 251 
45 65 89 0 0 0 584 
45 20 72 0 0 0 666 
45 10 79 0 0 0 379 
55 5 3 0 0 0 34 
65 35 77 0 0 0 420 
65 20 27 0 0 0 875 
45 30 64 0 0 0 51 
35 40 60 0 0 0 808 
41 37 74 0 0 0 560 
64 42 3 0 0 0 205 
40 60 29 0 0 0 827 
