<DIMENSION> 31
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 8 0 0 0 1 
22 75 97 0 0 0 169 
22 85 55 0 0 0 219 
20 80 61 0 0 0 214 
20 85 60 0 0 0 165 
18 75 16 0 0 0 555 
15 75 30 0 0 0 417 
15 80 86 0 0 0 554 
10 35 96 0 0 0 641 
10 40 90 0 0 0 286 
8 40 81 0 0 0 127 
8 45 76 0 0 0 665 
5 35 52 0 0 0 47 
5 45 43 0 0 0 404 
2 40 81 0 0 0 508 
0 40 11 0 0 0 56 
0 45 49 0 0 0 562 
44 5 46 0 0 0 377 
42 10 44 0 0 0 200 
42 15 63 0 0 0 464 
40 5 96 0 0 0 529 
40 15 17 0 0 0 301 
38 5 25 0 0 0 27 
38 15 87 0 0 0 334 
35 5 99 0 0 0 695 
95 30 68 0 0 0 40 
95 35 62 0 0 0 642 
92 30 98 0 0 0 445 
90 35 70 0 0 0 163 
88 30 44 0 0 0 657 
