<DIMENSION> 26
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 38 0 0 0 0 
22 75 52 0 0 0 101 
22 85 10 0 0 0 131 
20 80 91 0 0 0 128 
20 85 5 0 0 0 99 
18 75 32 0 0 0 333 
15 75 27 0 0 0 250 
15 80 24 0 0 0 332 
10 35 20 0 0 0 384 
10 40 36 0 0 0 172 
8 40 37 0 0 0 76 
8 45 47 0 0 0 399 
5 35 14 0 0 0 28 
5 45 91 0 0 0 242 
2 40 33 0 0 0 305 
0 40 93 0 0 0 33 
0 45 61 0 0 0 337 
44 5 21 0 0 0 226 
42 10 62 0 0 0 120 
42 15 65 0 0 0 278 
40 5 52 0 0 0 317 
40 15 67 0 0 0 181 
38 5 31 0 0 0 16 
38 15 88 0 0 0 200 
35 5 60 0 0 0 417 
