<DIMENSION> 26
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
52 75 82 0 0 0 0 
45 70 11 0 0 0 94 
62 69 52 0 0 0 122 
60 66 3 0 0 0 119 
42 65 6 0 0 0 92 
16 42 31 0 0 0 310 
58 70 95 0 0 0 233 
34 60 89 0 0 0 309 
28 70 49 0 0 0 358 
35 66 31 0 0 0 160 
35 69 61 0 0 0 71 
25 85 24 0 0 0 372 
22 75 9 0 0 0 26 
22 85 1 0 0 0 226 
20 80 39 0 0 0 284 
20 85 66 0 0 0 31 
18 75 39 0 0 0 314 
15 75 69 0 0 0 211 
15 80 1 0 0 0 111 
30 50 80 0 0 0 259 
30 56 34 0 0 0 296 
28 52 92 0 0 0 168 
14 66 32 0 0 0 15 
25 50 52 0 0 0 186 
22 66 69 0 0 0 388 
