<DIMENSION> 31
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 556
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 519
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 0 65 
22 75 0 0 0 0 135 53 
22 85 0 0 0 0 175 67 
20 80 0 0 0 0 171 61 
20 85 0 0 0 0 132 69 
18 75 0 0 0 0 444 57 
15 75 0 0 0 0 333 60 
15 80 0 0 0 0 443 67 
10 35 0 0 0 0 513 57 
10 40 0 0 0 0 229 54 
8 40 0 0 0 0 102 57 
8 45 0 0 0 0 532 55 
5 35 0 0 0 0 38 65 
5 45 0 0 0 0 323 60 
2 40 0 0 0 0 406 67 
0 40 0 0 0 0 45 70 
0 45 0 0 0 0 450 69 
44 5 0 0 0 0 302 77 
42 10 0 0 0 0 160 68 
42 15 0 0 0 0 371 60 
40 5 0 0 0 0 423 77 
40 15 0 0 0 0 241 60 
38 5 0 0 0 0 21 77 
38 15 0 0 0 0 267 60 
35 5 0 0 0 0 556 77 
95 30 0 0 0 0 32 100 
95 35 0 0 0 0 514 97 
92 30 0 0 0 0 356 95 
90 35 0 0 0 0 130 89 
88 30 0 0 0 0 526 88 
