<DIMENSION> 31
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 471
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1422
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
52 75 0 0 0 0 0 69 
45 70 0 0 0 0 94 51 
62 69 0 0 0 0 122 72 
60 66 0 0 0 0 119 63 
42 65 0 0 0 0 92 38 
16 42 0 0 0 0 310 63 
58 70 0 0 0 0 233 67 
34 60 0 0 0 0 309 29 
28 70 0 0 0 0 358 58 
35 66 0 0 0 0 160 42 
35 69 0 0 0 0 71 49 
25 85 0 0 0 0 372 94 
22 75 0 0 0 0 26 76 
22 85 0 0 0 0 226 97 
20 80 0 0 0 0 284 89 
20 85 0 0 0 0 31 100 
18 75 0 0 0 0 314 82 
15 75 0 0 0 0 211 87 
15 80 0 0 0 0 111 96 
30 50 0 0 0 0 259 25 
30 56 0 0 0 0 296 29 
28 52 0 0 0 0 168 30 
14 66 0 0 0 0 15 75 
25 50 0 0 0 0 186 37 
22 66 0 0 0 0 388 60 
8 62 0 0 0 0 22 84 
23 52 0 0 0 0 359 43 
4 55 0 0 0 0 249 90 
20 50 0 0 0 0 91 50 
20 55 0 0 0 0 367 51 
