<DIMENSION> 31
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 389
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1422
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
52 75 0 0 0 0 0 69 
45 70 0 0 0 0 71 51 
62 69 0 0 0 0 91 72 
60 66 0 0 0 0 89 63 
42 65 0 0 0 0 69 38 
16 42 0 0 0 0 233 63 
58 70 0 0 0 0 175 67 
34 60 0 0 0 0 232 29 
28 70 0 0 0 0 269 58 
35 66 0 0 0 0 120 42 
35 69 0 0 0 0 53 49 
25 85 0 0 0 0 279 94 
22 75 0 0 0 0 20 76 
22 85 0 0 0 0 169 97 
20 80 0 0 0 0 213 89 
20 85 0 0 0 0 23 100 
18 75 0 0 0 0 235 82 
15 75 0 0 0 0 158 87 
15 80 0 0 0 0 83 96 
30 50 0 0 0 0 194 25 
30 56 0 0 0 0 222 29 
28 52 0 0 0 0 126 30 
14 66 0 0 0 0 11 75 
25 50 0 0 0 0 140 37 
22 66 0 0 0 0 291 60 
8 62 0 0 0 0 17 84 
23 52 0 0 0 0 269 43 
4 55 0 0 0 0 186 90 
20 50 0 0 0 0 68 50 
20 55 0 0 0 0 275 51 
