<DIMENSION> 31
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 361
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1039
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 0 65 
22 75 0 0 0 0 67 53 
22 85 0 0 0 0 87 67 
20 80 0 0 0 0 85 61 
20 85 0 0 0 0 66 69 
18 75 0 0 0 0 222 57 
15 75 0 0 0 0 166 60 
15 80 0 0 0 0 221 67 
10 35 0 0 0 0 256 57 
10 40 0 0 0 0 114 54 
8 40 0 0 0 0 51 57 
8 45 0 0 0 0 266 55 
5 35 0 0 0 0 19 65 
5 45 0 0 0 0 161 60 
2 40 0 0 0 0 203 67 
0 40 0 0 0 0 22 70 
0 45 0 0 0 0 225 69 
44 5 0 0 0 0 151 77 
42 10 0 0 0 0 80 68 
42 15 0 0 0 0 185 60 
40 5 0 0 0 0 211 77 
40 15 0 0 0 0 120 60 
38 5 0 0 0 0 10 77 
38 15 0 0 0 0 133 60 
35 5 0 0 0 0 278 77 
95 30 0 0 0 0 16 100 
95 35 0 0 0 0 257 97 
92 30 0 0 0 0 178 95 
90 35 0 0 0 0 65 89 
88 30 0 0 0 0 263 88 
