<DIMENSION> 16
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	496
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
52	75	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	55
62	69	 0	 0	 0	 0	71
60	66	 0	 0	 0	 0	70
42	65	 0	 0	 0	 0	54
16	42	 0	 0	 0	 0	182
58	70	 0	 0	 0	 0	136
34	60	 0	 0	 0	 0	181
28	70	 0	 0	 0	 0	210
35	66	 0	 0	 0	 0	94
35	69	 0	 0	 0	 0	41
25	85	 0	 0	 0	 0	218
22	75	 0	 0	 0	 0	15
22	85	 0	 0	 0	 0	132
20	80	 0	 0	 0	 0	166
