<DIMENSION> 16
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	649
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	55
42	66	 0	 0	 0	 0	72
42	68	 0	 0	 0	 0	70
42	65	 0	 0	 0	 0	54
40	69	 0	 0	 0	 0	183
40	66	 0	 0	 0	 0	137
38	68	 0	 0	 0	 0	182
38	70	 0	 0	 0	 0	211
35	66	 0	 0	 0	 0	94
35	69	 0	 0	 0	 0	42
25	85	 0	 0	 0	 0	219
22	75	 0	 0	 0	 0	15
22	85	 0	 0	 0	 0	133
20	80	 0	 0	 0	 0	167
