<DIMENSION> 16
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	1348
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
25	85	 0	 0	 0	 0	0
22	75	 0	 0	 0	 0	101
22	85	 0	 0	 0	 0	131
20	80	 0	 0	 0	 0	128
20	85	 0	 0	 0	 0	99
18	75	 0	 0	 0	 0	332
15	75	 0	 0	 0	 0	249
15	80	 0	 0	 0	 0	331
10	35	 0	 0	 0	 0	383
10	40	 0	 0	 0	 0	171
8	40	 0	 0	 0	 0	76
8	45	 0	 0	 0	 0	398
5	35	 0	 0	 0	 0	28
5	45	 0	 0	 0	 0	241
2	40	 0	 0	 0	 0	304
