<DIMENSION> 16
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 661
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 0 94 
22 75 0 0 0 0 33 76 
22 85 0 0 0 0 43 97 
20 80 0 0 0 0 42 89 
20 85 0 0 0 0 33 100 
18 75 0 0 0 0 110 82 
15 75 0 0 0 0 83 87 
15 80 0 0 0 0 110 96 
10 35 0 0 0 0 127 83 
10 40 0 0 0 0 57 78 
8 40 0 0 0 0 25 83 
8 45 0 0 0 0 132 80 
5 35 0 0 0 0 9 94 
5 45 0 0 0 0 80 87 
2 40 0 0 0 0 101 97 
