<DIMENSION> 16
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 434
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
45 68 0 0 0 0 0 47 
45 70 0 0 0 0 44 52 
42 66 0 0 0 0 57 41 
42 68 0 0 0 0 56 46 
42 65 0 0 0 0 43 39 
40 69 0 0 0 0 146 48 
40 66 0 0 0 0 110 41 
38 68 0 0 0 0 146 46 
38 70 0 0 0 0 169 51 
35 66 0 0 0 0 75 43 
35 69 0 0 0 0 33 50 
25 85 0 0 0 0 175 96 
22 75 0 0 0 0 12 78 
22 85 0 0 0 0 106 100 
20 80 0 0 0 0 134 91 
