<DIMENSION> 21
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 266
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 336
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
52 75 0 0 0 0 0 69 
45 70 0 0 0 0 59 51 
62 69 0 0 0 0 77 72 
60 66 0 0 0 0 75 63 
42 65 0 0 0 0 58 38 
16 42 0 0 0 0 195 63 
58 70 0 0 0 0 146 67 
34 60 0 0 0 0 194 29 
28 70 0 0 0 0 225 58 
35 66 0 0 0 0 100 42 
35 69 0 0 0 0 44 49 
25 85 0 0 0 0 233 94 
22 75 0 0 0 0 16 76 
22 85 0 0 0 0 142 97 
20 80 0 0 0 0 178 89 
20 85 0 0 0 0 19 100 
18 75 0 0 0 0 197 82 
15 75 0 0 0 0 132 87 
15 80 0 0 0 0 70 96 
30 50 0 0 0 0 163 25 
