<DIMENSION> 21
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 423
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1281
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
35 35 0 0 0 0 0 0 
41 49 0 0 0 0 0 45 
35 17 0 0 0 0 57 54 
55 45 0 0 0 0 73 67 
55 20 0 0 0 0 72 74 
15 30 0 0 0 0 55 61 
25 30 0 0 0 0 187 34 
20 50 0 0 0 0 140 63 
10 43 0 0 0 0 186 78 
55 60 0 0 0 0 215 95 
30 60 0 0 0 0 96 76 
20 65 0 0 0 0 42 100 
50 35 0 0 0 0 224 45 
30 25 0 0 0 0 16 34 
15 10 0 0 0 0 136 95 
30 5 0 0 0 0 171 90 
10 20 0 0 0 0 19 87 
5 30 0 0 0 0 189 90 
20 40 0 0 0 0 127 47 
15 60 0 0 0 0 67 95 
45 65 0 0 0 0 156 94 
