<DIMENSION> 21
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 577
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1465
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 0 84 
22 75 0 0 0 0 120 68 
22 85 0 0 0 0 155 87 
20 80 0 0 0 0 151 80 
20 85 0 0 0 0 117 89 
18 75 0 0 0 0 393 73 
15 75 0 0 0 0 295 78 
15 80 0 0 0 0 392 86 
10 35 0 0 0 0 454 74 
10 40 0 0 0 0 203 70 
8 40 0 0 0 0 90 74 
8 45 0 0 0 0 471 71 
5 35 0 0 0 0 33 84 
5 45 0 0 0 0 286 78 
2 40 0 0 0 0 360 87 
0 40 0 0 0 0 40 91 
0 45 0 0 0 0 398 89 
44 5 0 0 0 0 267 100 
42 10 0 0 0 0 141 88 
42 15 0 0 0 0 329 77 
