<DIMENSION> 26
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 295
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 519
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 1 84 
22 75 0 0 0 0 169 68 
22 85 0 0 0 0 219 87 
20 80 0 0 0 0 214 79 
20 85 0 0 0 0 165 89 
18 75 0 0 0 0 555 73 
15 75 0 0 0 0 417 78 
15 80 0 0 0 0 554 86 
10 35 0 0 0 0 641 74 
10 40 0 0 0 0 286 70 
8 40 0 0 0 0 127 74 
8 45 0 0 0 0 665 71 
5 35 0 0 0 0 47 84 
5 45 0 0 0 0 404 78 
2 40 0 0 0 0 508 86 
0 40 0 0 0 0 56 91 
0 45 0 0 0 0 562 89 
44 5 0 0 0 0 377 99 
42 10 0 0 0 0 200 88 
42 15 0 0 0 0 464 77 
40 5 0 0 0 0 529 99 
40 15 0 0 0 0 301 77 
38 5 0 0 0 0 27 99 
38 15 0 0 0 0 334 77 
35 5 0 0 0 0 695 100 
