<DIMENSION> 51
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	3539
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
25	85	 0	 0	 0	 0	1
22	75	 0	 0	 0	 0	243
22	85	 0	 0	 0	 0	314
20	80	 0	 0	 0	 0	307
20	85	 0	 0	 0	 0	238
18	75	 0	 0	 0	 0	798
15	75	 0	 0	 0	 0	599
15	80	 0	 0	 0	 0	796
10	35	 0	 0	 0	 0	921
10	40	 0	 0	 0	 0	412
8	40	 0	 0	 0	 0	183
8	45	 0	 0	 0	 0	956
5	35	 0	 0	 0	 0	68
5	45	 0	 0	 0	 0	581
2	40	 0	 0	 0	 0	730
0	40	 0	 0	 0	 0	81
0	45	 0	 0	 0	 0	808
44	5	 0	 0	 0	 0	542
42	10	 0	 0	 0	 0	287
42	15	 0	 0	 0	 0	667
40	5	 0	 0	 0	 0	760
40	15	 0	 0	 0	 0	433
38	5	 0	 0	 0	 0	39
38	15	 0	 0	 0	 0	480
35	5	 0	 0	 0	 0	999
95	30	 0	 0	 0	 0	58
95	35	 0	 0	 0	 0	923
92	30	 0	 0	 0	 0	640
90	35	 0	 0	 0	 0	234
88	30	 0	 0	 0	 0	944
88	35	 0	 0	 0	 0	387
87	30	 0	 0	 0	 0	1057
85	25	 0	 0	 0	 0	334
85	35	 0	 0	 0	 0	1023
67	85	 0	 0	 0	 0	154
65	85	 0	 0	 0	 0	584
65	82	 0	 0	 0	 0	1008
62	80	 0	 0	 0	 0	707
60	80	 0	 0	 0	 0	887
60	85	 0	 0	 0	 0	946
58	75	 0	 0	 0	 0	916
55	80	 0	 0	 0	 0	843
55	85	 0	 0	 0	 0	161
55	82	 0	 0	 0	 0	760
20	82	 0	 0	 0	 0	765
18	80	 0	 0	 0	 0	189
2	45	 0	 0	 0	 0	711
42	5	 0	 0	 0	 0	895
42	12	 0	 0	 0	 0	137
72	35	 0	 0	 0	 0	651
