<DIMENSION> 51
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	472
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	53
42	66	 0	 0	 0	 0	68
42	68	 0	 0	 0	 0	67
42	65	 0	 0	 0	 0	51
40	69	 0	 0	 0	 0	174
40	66	 0	 0	 0	 0	130
38	68	 0	 0	 0	 0	173
38	70	 0	 0	 0	 0	201
35	66	 0	 0	 0	 0	89
35	69	 0	 0	 0	 0	39
25	85	 0	 0	 0	 0	208
22	75	 0	 0	 0	 0	14
22	85	 0	 0	 0	 0	126
20	80	 0	 0	 0	 0	159
20	85	 0	 0	 0	 0	17
18	75	 0	 0	 0	 0	176
15	75	 0	 0	 0	 0	118
15	80	 0	 0	 0	 0	62
30	50	 0	 0	 0	 0	145
30	52	 0	 0	 0	 0	165
28	52	 0	 0	 0	 0	94
28	55	 0	 0	 0	 0	8
25	50	 0	 0	 0	 0	104
25	52	 0	 0	 0	 0	217
25	55	 0	 0	 0	 0	12
23	52	 0	 0	 0	 0	201
23	55	 0	 0	 0	 0	139
20	50	 0	 0	 0	 0	51
20	55	 0	 0	 0	 0	206
10	35	 0	 0	 0	 0	84
10	40	 0	 0	 0	 0	230
8	40	 0	 0	 0	 0	72
8	45	 0	 0	 0	 0	223
5	35	 0	 0	 0	 0	33
5	45	 0	 0	 0	 0	127
2	40	 0	 0	 0	 0	219
0	40	 0	 0	 0	 0	154
0	45	 0	 0	 0	 0	193
35	30	 0	 0	 0	 0	206
35	32	 0	 0	 0	 0	199
33	32	 0	 0	 0	 0	183
33	35	 0	 0	 0	 0	35
32	30	 0	 0	 0	 0	165
30	30	 0	 0	 0	 0	166
30	32	 0	 0	 0	 0	41
30	35	 0	 0	 0	 0	155
28	30	 0	 0	 0	 0	195
28	35	 0	 0	 0	 0	30
26	32	 0	 0	 0	 0	142
