<DIMENSION> 21
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	1582
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
52	75	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	119
62	69	 0	 0	 0	 0	154
60	66	 0	 0	 0	 0	150
42	65	 0	 0	 0	 0	116
16	42	 0	 0	 0	 0	390
58	70	 0	 0	 0	 0	293
34	60	 0	 0	 0	 0	389
28	70	 0	 0	 0	 0	451
35	66	 0	 0	 0	 0	201
35	69	 0	 0	 0	 0	89
25	85	 0	 0	 0	 0	467
22	75	 0	 0	 0	 0	33
22	85	 0	 0	 0	 0	284
20	80	 0	 0	 0	 0	357
20	85	 0	 0	 0	 0	39
18	75	 0	 0	 0	 0	395
15	75	 0	 0	 0	 0	265
15	80	 0	 0	 0	 0	140
30	50	 0	 0	 0	 0	326
