<DIMENSION> 21
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	973
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
25	85	 0	 0	 0	 0	0
22	75	 0	 0	 0	 0	96
22	85	 0	 0	 0	 0	124
20	80	 0	 0	 0	 0	121
20	85	 0	 0	 0	 0	93
18	75	 0	 0	 0	 0	315
15	75	 0	 0	 0	 0	236
15	80	 0	 0	 0	 0	314
10	35	 0	 0	 0	 0	363
10	40	 0	 0	 0	 0	162
8	40	 0	 0	 0	 0	72
8	45	 0	 0	 0	 0	377
5	35	 0	 0	 0	 0	27
5	45	 0	 0	 0	 0	229
2	40	 0	 0	 0	 0	288
0	40	 0	 0	 0	 0	32
0	45	 0	 0	 0	 0	318
44	5	 0	 0	 0	 0	214
42	10	 0	 0	 0	 0	113
42	15	 0	 0	 0	 0	263
