<DIMENSION> 21
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	550
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	54
42	66	 0	 0	 0	 0	70
42	68	 0	 0	 0	 0	68
42	65	 0	 0	 0	 0	53
40	69	 0	 0	 0	 0	178
40	66	 0	 0	 0	 0	133
38	68	 0	 0	 0	 0	177
38	70	 0	 0	 0	 0	205
35	66	 0	 0	 0	 0	92
35	69	 0	 0	 0	 0	40
25	85	 0	 0	 0	 0	213
22	75	 0	 0	 0	 0	15
22	85	 0	 0	 0	 0	129
20	80	 0	 0	 0	 0	163
20	85	 0	 0	 0	 0	18
18	75	 0	 0	 0	 0	180
15	75	 0	 0	 0	 0	121
15	80	 0	 0	 0	 0	64
30	50	 0	 0	 0	 0	149
