<DIMENSION> 21
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	1156
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
35	35	 0	 0	 0	 0	 0
41	49	 0	 0	 0	 0	0
35	17	 0	 0	 0	 0	114
55	45	 0	 0	 0	 0	147
55	20	 0	 0	 0	 0	144
15	30	 0	 0	 0	 0	111
25	30	 0	 0	 0	 0	374
20	50	 0	 0	 0	 0	280
10	43	 0	 0	 0	 0	372
55	60	 0	 0	 0	 0	431
30	60	 0	 0	 0	 0	193
20	65	 0	 0	 0	 0	85
50	35	 0	 0	 0	 0	448
30	25	 0	 0	 0	 0	32
15	10	 0	 0	 0	 0	272
30	5	 0	 0	 0	 0	342
10	20	 0	 0	 0	 0	38
5	30	 0	 0	 0	 0	378
20	40	 0	 0	 0	 0	254
15	60	 0	 0	 0	 0	134
45	65	 0	 0	 0	 0	312
