<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 1009
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
52 75 55 0 0 0 0 
45 70 77 0 0 0 99 
62 69 75 0 0 0 128 
60 66 94 0 0 0 125 
42 65 99 0 0 0 97 
16 42 33 0 0 0 325 
58 70 2 0 0 0 244 
34 60 64 0 0 0 324 
28 70 53 0 0 0 375 
35 66 46 0 0 0 168 
35 69 55 0 0 0 74 
25 85 56 0 0 0 389 
22 75 34 0 0 0 27 
22 85 17 0 0 0 236 
20 80 78 0 0 0 297 
20 85 41 0 0 0 33 
18 75 61 0 0 0 329 
15 75 30 0 0 0 221 
15 80 70 0 0 0 117 
30 50 62 0 0 0 272 
