<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 773
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
52 75 28 0 0 0 0 
45 70 95 0 0 0 79 
62 69 88 0 0 0 102 
60 66 51 0 0 0 100 
42 65 43 0 0 0 77 
16 42 36 0 0 0 260 
58 70 72 0 0 0 195 
34 60 33 0 0 0 259 
28 70 53 0 0 0 300 
35 66 79 0 0 0 134 
35 69 20 0 0 0 59 
25 85 30 0 0 0 311 
22 75 6 0 0 0 22 
22 85 73 0 0 0 189 
20 80 16 0 0 0 238 
20 85 95 0 0 0 26 
18 75 4 0 0 0 263 
15 75 25 0 0 0 177 
15 80 9 0 0 0 93 
30 50 41 0 0 0 217 
