<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 1198
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 81 0 0 0 0 
22 75 49 0 0 0 24 
22 85 81 0 0 0 31 
20 80 45 0 0 0 30 
20 85 87 0 0 0 23 
18 75 53 0 0 0 78 
15 75 59 0 0 0 59 
15 80 56 0 0 0 78 
10 35 15 0 0 0 90 
10 40 7 0 0 0 40 
8 40 48 0 0 0 18 
8 45 75 0 0 0 94 
5 35 96 0 0 0 6 
5 45 53 0 0 0 57 
2 40 6 0 0 0 72 
0 40 25 0 0 0 8 
0 45 96 0 0 0 79 
44 5 45 0 0 0 53 
42 10 65 0 0 0 28 
42 15 67 0 0 0 65 
