<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 1153
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
35 35 0 0 0 0 0 
41 49 24 0 0 0 1 
35 17 30 0 0 0 171 
55 45 63 0 0 0 221 
55 20 57 0 0 0 216 
15 30 30 0 0 0 167 
25 30 48 0 0 0 561 
20 50 38 0 0 0 421 
10 43 1 0 0 0 559 
55 60 81 0 0 0 647 
30 60 57 0 0 0 289 
20 65 41 0 0 0 128 
50 35 6 0 0 0 672 
30 25 93 0 0 0 48 
15 10 64 0 0 0 408 
30 5 28 0 0 0 513 
10 20 78 0 0 0 57 
5 30 18 0 0 0 568 
20 40 39 0 0 0 381 
15 60 36 0 0 0 202 
45 65 64 0 0 0 469 
