<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 962
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 37 0 0 0 0 
22 75 60 0 0 0 72 
22 85 93 0 0 0 93 
20 80 6 0 0 0 91 
20 85 94 0 0 0 70 
18 75 78 0 0 0 236 
15 75 27 0 0 0 177 
15 80 4 0 0 0 235 
10 35 23 0 0 0 272 
10 40 66 0 0 0 121 
8 40 37 0 0 0 54 
8 45 2 0 0 0 283 
5 35 9 0 0 0 20 
5 45 98 0 0 0 171 
2 40 21 0 0 0 216 
0 40 53 0 0 0 24 
0 45 4 0 0 0 239 
44 5 26 0 0 0 160 
42 10 75 0 0 0 85 
42 15 40 0 0 0 197 
