<DIMENSION> 21
<VEHICLE_CAPACITY> 100
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> 1093
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40 50 0 0 0 0 0 
25 85 11 0 0 0 0 
22 75 97 0 0 0 48 
22 85 72 0 0 0 62 
20 80 19 0 0 0 60 
20 85 97 0 0 0 46 
18 75 84 0 0 0 157 
15 75 22 0 0 0 118 
15 80 52 0 0 0 157 
10 35 53 0 0 0 181 
10 40 38 0 0 0 81 
8 40 51 0 0 0 36 
8 45 56 0 0 0 188 
5 35 48 0 0 0 13 
5 45 28 0 0 0 114 
2 40 50 0 0 0 144 
0 40 12 0 0 0 16 
0 45 91 0 0 0 159 
44 5 35 0 0 0 107 
42 10 49 0 0 0 56 
42 15 84 0 0 0 131 
