<DIMENSION> 26
<VEHICLE_CAPACITY> -1
<NUMBER_OF_VEHICLES> 1
<TIME_HORIZON> -1
<TRIP_MAX_DURATION> -1
<MIN_PROFIT> 1869
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE - PROFIT </VERTICES>
40 50 0 0 0 0 0 0 
25 85 0 0 0 0 0 84 
22 75 0 0 0 0 135 68 
22 85 0 0 0 0 175 87 
20 80 0 0 0 0 171 79 
20 85 0 0 0 0 132 89 
18 75 0 0 0 0 444 73 
15 75 0 0 0 0 333 78 
15 80 0 0 0 0 443 86 
10 35 0 0 0 0 513 74 
10 40 0 0 0 0 229 70 
8 40 0 0 0 0 102 74 
8 45 0 0 0 0 532 71 
5 35 0 0 0 0 38 84 
5 45 0 0 0 0 323 78 
2 40 0 0 0 0 406 86 
0 40 0 0 0 0 45 91 
0 45 0 0 0 0 450 89 
44 5 0 0 0 0 302 99 
42 10 0 0 0 0 160 88 
42 15 0 0 0 0 371 77 
40 5 0 0 0 0 423 99 
40 15 0 0 0 0 241 77 
38 5 0 0 0 0 21 99 
38 15 0 0 0 0 267 77 
35 5 0 0 0 0 556 100 
