<DIMENSION> 41
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	780
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
35 35 0 0 0 0 0 
41 49 0 0 0 0 11 
35 17 0 0 0 0 155 
55 45 0 0 0 0 14 
55 20 0 0 0 0 139 
15 30 0 0 0 0 21 
25 30 0 0 0 0 107 
20 50 0 0 0 0 200 
10 43 0 0 0 0 153 
55 60 0 0 0 0 50 
30 60 0 0 0 0 17 
20 65 0 0 0 0 156 
50 35 0 0 0 0 202 
30 25 0 0 0 0 168 
15 10 0 0 0 0 24 
30 5 0 0 0 0 44 
10 20 0 0 0 0 134 
5 30 0 0 0 0 208 
20 40 0 0 0 0 177 
15 60 0 0 0 0 80 
45 65 0 0 0 0 108 
45 20 0 0 0 0 127 
45 10 0 0 0 0 91 
55 5 0 0 0 0 199 
65 35 0 0 0 0 206 
65 20 0 0 0 0 89 
45 30 0 0 0 0 197 
35 40 0 0 0 0 97 
41 37 0 0 0 0 120 
64 42 0 0 0 0 6 
40 60 0 0 0 0 145 
31 52 0 0 0 0 37 
35 69 0 0 0 0 88 
53 52 0 0 0 0 25 
65 55 0 0 0 0 132 
63 65 0 0 0 0 93 
2 60 0 0 0 0 89 
20 20 0 0 0 0 149 
5 5 0 0 0 0 36 
60 12 0 0 0 0 187 
40 25 0 0 0 0 144 
